pre,post,synapse_type,weight
VD6,MVR14,chemical,7
VD6,MVR15,chemical,1
VD6,PVNR,chemical,1
VD6,VA6,chemical,3
VD6,VB5,chemical,1
VD7,DD4,chemical,1
VD7,MVL14,chemical,1
VD7,MVL15,chemical,8
VD7,MVL16,chemical,7
VD7,MVR14,chemical,6
VD7,MVR15,chemical,7
VD7,MVR16,chemical,1
VD7,VA7,chemical,2
VD7,VB6,chemical,2
VD7,VB7,chemical,1
VD7,vm1AR,chemical,4
VD8,DD4,chemical,5
VD8,MVL15,chemical,4
VD8,MVL16,chemical,4
VD8,MVL17,chemical,4
VD8,MVR16,chemical,4
VD8,MVR17,chemical,4
VD8,MVR18,chemical,4
VD8,PVT,chemical,1
VD8,VA8,chemical,2
VD8,VA9,chemical,1
VD8,VB7,chemical,2
VD9,MVL17,chemical,4
VD9,MVL18,chemical,4
VD9,MVL19,chemical,4
VD9,MVR18,chemical,4
VD9,MVR19,chemical,4
VD9,MVR20,chemical,4
VD9,VA9,chemical,3
VD9,VB8,chemical,2
ADAL,ADAR,electrical,3
ADAL,ADFL,electrical,5
ADAL,ASHL,electrical,2
ADAL,AVDR,electrical,2
ADAL,OLQVL,electrical,4
ADAL,PVQL,electrical,4
ADAR,ADFR,electrical,4
ADAR,ASHR,electrical,3
ADAR,AVDL,electrical,3
ADAR,PVQR,electrical,2
ADEL,AINL,electrical,2
ADEL,IL2L,electrical,2
ADEL,RIGR,electrical,1
ADEL,RMDDR,electrical,1
ADEL,RMER,electrical,1
ADEL,SIBDL,electrical,1
ADEL,SIBVL,electrical,1
ADER,AINR,electrical,4
ADER,ALNR,electrical,2
ADER,AVJR,electrical,1
ADER,AVKL,electrical,4
ADER,FLPR,electrical,4
ADER,PVM,electrical,1
ADER,PVQR,electrical,2
ADFL,AFDL,electrical,3
ADFL,AIZL,electrical,1
ADFL,ASHL,electrical,1
ADFL,AWCL,electrical,1
ADFL,GLRVR,electrical,1
ADFL,RIAL,electrical,1
ADFL,RIPL,electrical,2
ADFL,URBL,electrical,1
ADFL,exc_gl,electrical,1
ADFR,AFDR,electrical,5
ADFR,AIAR,electrical,4
ADFR,ASGR,electrical,1
ADFR,AWAR,electrical,3
ADFR,AWBR,electrical,1
ADFR,RIH,electrical,1
ADFR,SMBVR,electrical,1
ADFR,SMDVR,electrical,2
ADFR,hyp,electrical,2
ADLL,ADLR,electrical,6
ADLL,AVDR,electrical,2
ADLL,AWAL,electrical,1
ADLL,RMGL,electrical,3
ADLL,hyp,electrical,1
ADLR,ASGR,electrical,1
ADLR,ASKR,electrical,1
AFDL,AFDR,electrical,1
AFDL,AIBL,electrical,2
AFDL,AIYL,electrical,2
AFDL,ASEL,electrical,6
AFDL,AVEL,electrical,1
AFDL,URBL,electrical,9
AFDR,AIBR,electrical,2
AFDR,ASEL,electrical,2
AFDR,ASER,electrical,1
AFDR,ASHR,electrical,4
AFDR,AWCR,electrical,3
AFDR,RMDVR,electrical,1
AFDR,URBR,electrical,2
AIAL,AIAR,electrical,7
AIAL,AIBL,electrical,5
AIAL,ASIL,electrical,1
AIAL,ASIR,electrical,2
AIAL,ASJL,electrical,1
AIAL,ASKL,electrical,2
AIAL,AWAL,electrical,1
AIAL,AWBL,electrical,1
AIAL,AWCR,electrical,1
AIAR,AIAR,electrical,2
AIAR,ASGR,electrical,3
AIAR,ASHR,electrical,1
AIAR,ASIR,electrical,3
AIAR,ASKR,electrical,1
AIAR,AWAR,electrical,3
AIAR,AWCR,electrical,1
AIBL,AIZR,electrical,4
AIBL,ASKL,electrical,1
AIBL,DVC,electrical,2
AIBL,FLPL,electrical,1
AIBL,RIGR,electrical,3
AIBL,RIMR,electrical,1
AIBL,RIS,electrical,1
AIBL,RIVL,electrical,1
AIBL,RMED,electrical,2
AIBL,SDQR,electrical,1
AIBL,SIADR,electrical,1
AIBL,SMDDR,electrical,1
AIBR,AIZL,electrical,3
AIBR,ASKR,electrical,3
AIBR,DVC,electrical,9
AIBR,PVPL,electrical,2
AIBR,PVT,electrical,1
AIBR,RICR,electrical,1
AIBR,RIGL,electrical,3
AIBR,RIML,electrical,2
AIBR,RIS,electrical,3
AIBR,RIVR,electrical,3
AIBR,SIAVL,electrical,1
AIBR,SMDDL,electrical,2
AIML,ASGL,electrical,1
AIML,SIBDR,electrical,2
AIMR,ASJR,electrical,1
AIMR,AVKR,electrical,3
AIMR,CEPVR,electrical,1
AIMR,SMBVR,electrical,1
AINL,AINR,electrical,1
AINL,ASGR,electrical,1
AINL,AUAR,electrical,1
AINR,ASGL,electrical,1
AINR,ASIL,electrical,1
AINR,AUAL,electrical,3
AINR,BAGL,electrical,3
AINR,RIAL,electrical,2
AIYL,AIYR,electrical,4
AIYL,AVKL,electrical,1
AIYL,RIML,electrical,5
AIYR,ASIR,electrical,1
AIYR,AUAR,electrical,1
AIYR,RIMR,electrical,3
AIZL,AIZR,electrical,18
AIZL,ASGL,electrical,3
AIZL,ASHL,electrical,2
AIZL,AWAL,electrical,3
AIZL,RIGL,electrical,1
AIZL,RIH,electrical,1
AIZR,ASGR,electrical,1
AIZR,ASHR,electrical,6
AIZR,AWAR,electrical,3
ALA,ASJL,electrical,2
ALA,ASKR,electrical,1
ALA,AVER,electrical,3
ALA,CANL,electrical,401
ALA,CANR,electrical,401
ALA,HSNL,electrical,1
ALA,HSNR,electrical,1
ALA,PVDL,electrical,250
ALA,PVDR,electrical,250
ALA,RID,electrical,4
ALA,exc_cell,electrical,100
ALA,exc_gl,electrical,1
ALML,AVM,electrical,7
ALML,PVR,electrical,3
ALML,RMDDR,electrical,2
ALML,RMGL,electrical,3
ALML,SMBDR,electrical,1
ALMR,AVDR,electrical,2
ALMR,AVM,electrical,16
ALMR,PVR,electrical,3
ALMR,SDQR,electrical,2
ALNL,SMBDR,electrical,3
ALNL,SMDDR,electrical,2
ALNL,SMDVL,electrical,1
ALNL,hyp,electrical,3
ALNR,PVR,electrical,16
ALNR,RMGR,electrical,1
ALNR,SMDDL,electrical,1
AQR,AVBL,electrical,3
AQR,AVKL,electrical,7
AQR,AVKR,electrical,2
AQR,PVPL,electrical,41
AQR,PVPR,electrical,61
AQR,RIGR,electrical,3
AS1,AVEL,electrical,2
AS1,AVER,electrical,1
AS1,FLPR,electrical,1
AS1,VA3,electrical,3
AS1,VA5,electrical,3
AS10,AVAL,electrical,5
AS10,AVAR,electrical,2
AS10,AVHL,electrical,1
AS10,AVKL,electrical,1
AS10,DA7,electrical,1
AS10,DB7,electrical,1
AS10,VA12,electrical,3
AS10,hyp,electrical,7
AS11,AVFL,electrical,2
AS11,AVG,electrical,1
AS11,AVHL,electrical,3
AS11,AVHR,electrical,17
AS11,AVKL,electrical,1
AS11,DA8,electrical,1
AS11,DVA,electrical,1
AS11,DVB,electrical,4
AS11,MVL19,electrical,2
AS11,PDB,electrical,4
AS11,PVPL,electrical,6
AS11,RID,electrical,1
AS11,VB11,electrical,1
AS11,hyp,electrical,31
AS2,DA2,electrical,2
AS2,VA3,electrical,2
AS2,VA4,electrical,9
AS3,AVAR,electrical,1
AS3,DA2,electrical,1
AS3,PVDR,electrical,1
AS4,DA3,electrical,4
AS5,AVAR,electrical,3
AS5,AVBR,electrical,2
AS6,AVAR,electrical,2
AS6,AVBL,electrical,1
AS6,AVBR,electrical,1
AS6,DA5,electrical,5
ASEL,ASGL,electrical,3
ASEL,AWCL,electrical,1
ASEL,AWCR,electrical,2
ASER,ASGR,electrical,3
ASER,AWBR,electrical,1
ASER,PVQR,electrical,1
ASER,hyp,electrical,1
ASGL,AWBL,electrical,1
ASGL,SMDDR,electrical,2
ASGR,ASIR,electrical,4
ASGR,AWCR,electrical,2
ASHL,ASHR,electrical,7
ASHL,ASKL,electrical,18
ASHL,RICL,electrical,5
ASHL,RMGL,electrical,3
ASHR,ASKR,electrical,2
ASHR,AVAR,electrical,2
ASHR,AVER,electrical,1
ASHR,AVHL,electrical,2
ASHR,RICR,electrical,4
ASHR,RMGR,electrical,3
ASIL,ASIR,electrical,3
ASIL,CEPshVL,electrical,1
ASJL,ASJR,electrical,7
ASJL,IL2L,electrical,1
ASJL,PVQL,electrical,1
ASJL,SMDDR,electrical,1
ASJR,PVQR,electrical,5
ASKL,ASKR,electrical,9
ASKL,AVHL,electrical,8
ASKL,HSNL,electrical,1
ASKL,PVQL,electrical,8
ASKR,ASKR,electrical,2
ASKR,AVHR,electrical,10
ASKR,HSNL,electrical,3
ASKR,HSNR,electrical,3
ASKR,PVQR,electrical,25
ASKR,RMGR,electrical,1
AUAL,AUAR,electrical,2
AUAL,AWBL,electrical,4
AUAL,AWCL,electrical,1
AUAL,RMDVL,electrical,2
AUAR,AWBR,electrical,3
AUAR,URXR,electrical,3
AVAL,AVAR,electrical,18
AVAL,AVDL,electrical,7
AVAL,AVDR,electrical,9
AVAL,AVEL,electrical,2
AVAL,AVJL,electrical,7
AVAL,AVJR,electrical,4
AVAL,DA1,electrical,2
AVAL,DA2,electrical,7
AVAL,DA3,electrical,6
AVAL,DA4,electrical,2
AVAL,DA5,electrical,2
AVAL,DA6,electrical,4
AVAL,DA7,electrical,10
AVAL,DA8,electrical,8
AVAL,DA9,electrical,1
AVAL,LUAL,electrical,2
AVAL,LUAR,electrical,2
AVAL,PHCL,electrical,1
AVAL,PHCR,electrical,3
AVAL,PLML,electrical,2
AVAL,PLMR,electrical,1
AVAL,PVCL,electrical,5
AVAL,PVCR,electrical,15
AVAL,PVDR,electrical,6
AVAL,PVNL,electrical,1
AVAL,PVPL,electrical,1
AVAL,PVPR,electrical,2
AVAL,RIMR,electrical,11
AVAL,SABD,electrical,7
AVAL,SABVR,electrical,8
AVAL,URYDL,electrical,2
AVAL,URYVR,electrical,2
AVAL,VA1,electrical,5
AVAL,VA10,electrical,6
AVAL,VA11,electrical,2
AVAL,VA2,electrical,13
AVAL,VA3,electrical,6
AVAL,VA4,electrical,6
AVAL,VA6,electrical,13
AVAL,VA7,electrical,2
AVAL,VA8,electrical,2
AVAL,VA9,electrical,5
AVAL,VB11,electrical,2
AVAL,hyp,electrical,3
AVAR,AVBL,electrical,3
AVAR,AVDL,electrical,2
AVAR,AVDR,electrical,15
AVAR,AVER,electrical,2
AVAR,AVJR,electrical,3
AVAR,DA1,electrical,9
AVAR,DA2,electrical,3
AVAR,DA3,electrical,7
AVAR,DA4,electrical,2
AVAR,DA5,electrical,5
AVAR,DA6,electrical,4
AVAR,DA8,electrical,5
AVAR,DA9,electrical,4
AVAR,LUAR,electrical,4
AVAR,PHBL,electrical,1
AVAR,PHCR,electrical,1
AVAR,PLML,electrical,3
AVAR,PQR,electrical,17
AVAR,PVCL,electrical,10
AVAR,PVCR,electrical,22
AVAR,PVDL,electrical,4
AVAR,PVT,electrical,2
AVAR,PVWR,electrical,2
AVAR,RIML,electrical,8
AVAR,RIMR,electrical,2
AVAR,RMDR,electrical,2
AVAR,RMDVR,electrical,1
AVAR,SAAVR,electrical,1
AVAR,SABVL,electrical,15
AVAR,SABVR,electrical,2
AVAR,SIBDL,electrical,1
AVAR,URYDR,electrical,5
AVAR,URYVL,electrical,1
AVAR,VA1,electrical,7
AVAR,VA10,electrical,4
AVAR,VA11,electrical,16
AVAR,VA12,electrical,3
AVAR,VA3,electrical,3
AVAR,VA4,electrical,3
AVAR,VA5,electrical,5
AVAR,VA7,electrical,5
AVAR,VA8,electrical,2
AVAR,VA9,electrical,5
AVAR,VD11,electrical,1
AVAR,hyp,electrical,4
AVBL,AVBR,electrical,18
AVBL,DB3,electrical,9
AVBL,DB4,electrical,4
AVBL,DB5,electrical,3
AVBL,DB6,electrical,4
AVBL,DB7,electrical,13
AVBL,DVA,electrical,11
AVBL,PVNR,electrical,5
AVBL,RIBL,electrical,6
AVBL,RIBR,electrical,2
AVBL,RID,electrical,2
AVBL,SDQR,electrical,1
AVBL,SIBVL,electrical,2
AVBL,VB1,electrical,1
AVBL,VB10,electrical,4
AVBL,VB11,electrical,5
AVBL,VB2,electrical,14
AVBL,VB4,electrical,3
AVBL,VB5,electrical,3
AVBL,VB6,electrical,3
AVBL,VB7,electrical,4
AVBL,VB8,electrical,4
AVBL,VB9,electrical,4
AVBR,DB1,electrical,15
AVBR,DB2,electrical,3
AVBR,DB3,electrical,2
AVBR,DB4,electrical,5
AVBR,DB5,electrical,4
AVBR,DB6,electrical,4
AVBR,DB7,electrical,3
AVBR,DVA,electrical,3
AVBR,PVNL,electrical,7
AVBR,PVNR,electrical,2
AVBR,RIBL,electrical,3
AVBR,RIBR,electrical,3
AVBR,RID,electrical,7
AVBR,SIBVL,electrical,4
AVBR,SIBVR,electrical,1
AVBR,VB11,electrical,6
AVBR,VB2,electrical,6
AVBR,VB3,electrical,7
AVBR,VB4,electrical,5
AVBR,VB5,electrical,3
AVBR,VB6,electrical,4
AVBR,VB7,electrical,3
AVBR,VB8,electrical,4
AVBR,VB9,electrical,4
AVBR,hyp,electrical,5
AVDL,AVDR,electrical,6
AVDL,AVHL,electrical,2
AVDL,AVJR,electrical,1
AVDL,AVM,electrical,8
AVDL,FLPL,electrical,5
AVDL,FLPR,electrical,9
AVDL,PLML,electrical,3
AVDL,PQR,electrical,2
AVDL,PVNR,electrical,1
AVDL,PVT,electrical,1
AVDL,RIFL,electrical,1
AVDL,VA10,electrical,1
AVDL,hyp,electrical,3
AVDR,AVJL,electrical,6
AVDR,FLPR,electrical,2
AVDR,PLML,electrical,2
AVDR,PQR,electrical,3
AVDR,PVCR,electrical,2
AVDR,PVNL,electrical,1
AVDR,PVNR,electrical,1
AVDR,PVWR,electrical,1
AVDR,SIADL,electrical,1
AVDR,SIBDL,electrical,1
AVEL,AVER,electrical,5
AVEL,AVL,electrical,1
AVEL,BAGR,electrical,1
AVEL,PVPR,electrical,1
AVEL,RIML,electrical,10
AVEL,RIMR,electrical,7
AVEL,RIS,electrical,3
AVEL,RMDVR,electrical,2
AVEL,RMEV,electrical,1
AVEL,RMGL,electrical,2
AVEL,SMDVR,electrical,1
AVEL,hyp,electrical,2
AVER,AVKR,electrical,1
AVER,DA1,electrical,1
AVER,RIFL,electrical,1
AVER,RIML,electrical,9
AVER,RIMR,electrical,11
AVER,RMDDL,electrical,2
AVER,RMDR,electrical,5
AVER,RMDVL,electrical,1
AVER,RMDVR,electrical,7
AVER,RMEV,electrical,1
AVER,SMDDR,electrical,1
AVFL,AVFR,electrical,31
AVFL,AVG,electrical,1
AVFL,AVHL,electrical,4
AVFL,AVHR,electrical,5
AVFL,PVCL,electrical,1
AVFL,PVNR,electrical,1
AVFL,PVPL,electrical,2
AVFL,PVQR,electrical,5
AVFL,VC4,electrical,1
AVFL,VC5,electrical,1
AVFL,VD12,electrical,3
AVFL,hyp,electrical,8
AVFR,AVHL,electrical,11
AVFR,AVHR,electrical,7
AVFR,PVPL,electrical,3
AVFR,PVQL,electrical,2
AVFR,RMGL,electrical,1
AVFR,VB1,electrical,1
AVFR,VC4,electrical,1
AVFR,VC5,electrical,1
AVFR,hyp,electrical,3
AVG,AVHR,electrical,4
AVG,AVJR,electrical,1
AVG,DD6,electrical,1
AVG,DVC,electrical,12
AVG,PHAL,electrical,3
AVG,PHAR,electrical,2
AVG,PHCR,electrical,1
AVG,PVDL,electrical,1
AVG,PVPL,electrical,3
AVG,PVT,electrical,4
AVG,RIFR,electrical,3
AVG,hyp,electrical,6
AVHL,AVHR,electrical,15
AVHL,AVJR,electrical,6
AVHL,DB7,electrical,3
AVHL,LUAL,electrical,1
AVHL,PHAL,electrical,1
AVHL,PHBL,electrical,1
AVHL,PHBR,electrical,10
AVHL,PVNL,electrical,1
AVHL,PVPR,electrical,6
AVHL,VD12,electrical,8
AVHL,hyp,electrical,35
AVHR,AVJL,electrical,3
AVHR,AVJR,electrical,2
AVHR,DA8,electrical,5
AVHR,DD6,electrical,1
AVHR,DVC,electrical,4
AVHR,PHAR,electrical,2
AVHR,PHBL,electrical,2
AVHR,PHBR,electrical,2
AVHR,PVPL,electrical,4
AVHR,PVPR,electrical,3
AVHR,PVQL,electrical,3
AVHR,PVQR,electrical,2
AVHR,SIAVL,electrical,1
AVHR,VD12,electrical,13
AVHR,hyp,electrical,11
AVJL,AVJR,electrical,10
AVJL,LUAL,electrical,5
AVJL,LUAR,electrical,1
AVJL,PDB,electrical,2
AVJL,PQR,electrical,5
AVJL,PVCL,electrical,3
AVJL,PVCR,electrical,19
AVJL,PVNL,electrical,5
AVJL,PVPR,electrical,1
AVJL,PVT,electrical,1
AVJL,PVWL,electrical,3
AVJL,PVWR,electrical,5
AVJL,RIFR,electrical,1
AVJL,RIS,electrical,15
AVJL,hyp,electrical,3
AVJR,LUAR,electrical,1
AVJR,PHBL,electrical,1
AVJR,PHCR,electrical,1
AVJR,PQR,electrical,2
AVJR,PVCL,electrical,3
AVJR,PVCR,electrical,1
AVJR,PVNL,electrical,1
AVJR,PVNR,electrical,5
AVJR,hyp,electrical,3
AVKL,AVKR,electrical,9
AVKL,AVL,electrical,3
AVKL,DVA,electrical,18
AVKL,PDER,electrical,1
AVKL,PVM,electrical,1
AVKL,PVPL,electrical,3
AVKL,PVPR,electrical,6
AVKL,PVT,electrical,5
AVKL,RICR,electrical,2
AVKL,RIGL,electrical,2
AVKL,RIGR,electrical,1
AVKL,SMBDL,electrical,2
AVKL,SMBDR,electrical,2
AVKL,SMBVL,electrical,6
AVKL,SMBVR,electrical,2
AVKL,VB10,electrical,1
AVKL,VB11,electrical,1
AVKL,hyp,electrical,1
AVKR,PDEL,electrical,1
AVKR,PVPL,electrical,22
AVKR,PVQL,electrical,2
AVKR,PVT,electrical,1
AVKR,RICL,electrical,4
AVKR,RIGR,electrical,2
AVKR,RIMR,electrical,1
AVKR,SMBDL,electrical,1
AVKR,SMBDR,electrical,9
AVKR,SMBVR,electrical,6
AVKR,hyp,electrical,34
AVL,DA9,electrical,4
AVL,DD6,electrical,28
AVL,DVB,electrical,14
AVL,DVC,electrical,22
AVL,PDA,electrical,3
AVL,PVPL,electrical,1
AVL,PVPR,electrical,8
AVL,PVT,electrical,6
AVL,PVWR,electrical,3
AVL,VD11,electrical,1
AVL,VD12,electrical,2
AVL,VD13,electrical,5
AVM,PVR,electrical,4
AWAL,AWAR,electrical,2
AWBL,AWBR,electrical,3
AWBL,RMGL,electrical,1
AWBR,RICL,electrical,4
AWBR,RMGR,electrical,1
BAGL,BAGR,electrical,1
BAGL,RIGL,electrical,1
BAGL,RIGR,electrical,2
BAGL,RIR,electrical,4
BAGR,RIR,electrical,5
BDUL,PVNL,electrical,1
BDUR,HSNL,electrical,1
BDUR,HSNR,electrical,1
BDUR,PVR,electrical,3
CANL,PVDL,electrical,100
CANL,exc_cell,electrical,200
CANL,hyp,electrical,140
CANR,PVDR,electrical,100
CANR,exc_cell,electrical,200
CANR,hyp,electrical,140
CEPDL,OLQDL,electrical,2
CEPDR,GLRDL,electrical,2
CEPDR,GLRDR,electrical,2
CEPDR,OLQDR,electrical,8
CEPVL,CEPshVL,electrical,1
CEPVL,OLQVL,electrical,4
CEPVL,RIH,electrical,1
CEPVL,URAVL,electrical,3
CEPVR,IL2VR,electrical,1
CEPVR,OLQVR,electrical,1
CEPshVR,MDL01,electrical,4
CEPshVR,MDL02,electrical,5
CEPshVR,MDL06,electrical,2
CEPshVR,MDR07,electrical,3
CEPshVR,RMED,electrical,6
DA1,DA2,electrical,1
DA1,FLPR,electrical,5
DA1,SABVR,electrical,1
DA2,DA5,electrical,1
DA2,FLPR,electrical,6
DA2,VA1,electrical,9
DA2,VA5,electrical,3
DA3,DA4,electrical,1
DA3,DA5,electrical,1
DA3,FLPR,electrical,16
DA3,PVDL,electrical,1
DA3,VA2,electrical,1
DA3,VA6,electrical,1
DA4,PVCL,electrical,1
DA4,VA3,electrical,1
DA5,PVDL,electrical,1
DA6,DB1,electrical,1
DA7,DA8,electrical,1
DA7,PVCL,electrical,1
DA7,PVCR,electrical,3
DA8,DA9,electrical,15
DA8,DD6,electrical,2
DA8,DVB,electrical,5
DA8,PDA,electrical,1
DA8,PVCL,electrical,17
DA8,PVQL,electrical,1
DA8,VA10,electrical,2
DA8,VA12,electrical,6
DA8,hyp,electrical,1
DA9,DVA,electrical,3
DA9,PDA,electrical,9
DA9,PHCR,electrical,7
DA9,PVCR,electrical,3
DA9,PVR,electrical,15
DA9,RID,electrical,1
DA9,VA11,electrical,3
DA9,VA12,electrical,1
DA9,VB11,electrical,1
DA9,VD13,electrical,2
DA9,hyp,electrical,1
DB1,DB2,electrical,5
DB1,DVA,electrical,3
DB1,PVDL,electrical,1
DB1,RID,electrical,2
DB1,VB3,electrical,5
DB2,DB3,electrical,14
DB2,VB1,electrical,1
DB2,VB4,electrical,1
DB3,DB4,electrical,1
DB3,DD3,electrical,1
DB3,PVM,electrical,2
DB3,RID,electrical,1
DB3,VB6,electrical,1
DB4,DB5,electrical,5
DB4,DD3,electrical,1
DB4,VB7,electrical,1
DB5,DB6,electrical,5
DB6,DB7,electrical,5
DB7,DVA,electrical,3
DB7,PDB,electrical,2
DB7,PVCL,electrical,8
DB7,PVCR,electrical,2
DB7,PVR,electrical,4
DB7,VA10,electrical,1
DB7,hyp,electrical,1
DD1,DD2,electrical,6
DD1,FLPL,electrical,1
DD1,HSNR,electrical,1
DD1,MVL08,electrical,2
DD1,MVR08,electrical,2
DD1,RIFR,electrical,2
DD1,SABVR,electrical,1
DD1,VC1,electrical,1
DD1,VD1,electrical,1
DD1,VD2,electrical,3
DD1,VD3,electrical,4
DD2,DD3,electrical,2
DD2,VD3,electrical,1
DD2,VD4,electrical,2
DD2,VD5,electrical,1
DD3,DD4,electrical,3
DD3,VD5,electrical,1
DD3,VD6,electrical,2
DD3,VD7,electrical,1
DD4,DD5,electrical,3
DD4,VC2,electrical,2
DD4,VC3,electrical,2
DD4,VD7,electrical,1
DD4,VD8,electrical,2
DD4,VD9,electrical,1
DD5,DD6,electrical,3
DD5,VD10,electrical,2
DD5,VD11,electrical,1
DD5,VD9,electrical,1
DD6,DVB,electrical,3
DD6,DVC,electrical,1
DD6,PDA,electrical,1
DD6,PDB,electrical,2
DD6,PVCL,electrical,1
DD6,PVPL,electrical,2
DD6,PVPR,electrical,9
DD6,PVT,electrical,3
DD6,VA12,electrical,7
DD6,VD11,electrical,3
DD6,VD12,electrical,14
DD6,VD13,electrical,2
DVA,DVC,electrical,1
DVA,PDA,electrical,1
DVA,PDEL,electrical,3
DVA,PDER,electrical,6
DVA,PVCL,electrical,3
DVA,PVCR,electrical,1
DVA,PVM,electrical,1
DVA,PVPL,electrical,1
DVA,PVR,electrical,15
DVA,PVT,electrical,8
DVA,SAAVR,electrical,1
DVA,SDQL,electrical,1
DVA,SDQR,electrical,1
DVA,SIADR,electrical,1
DVA,SIAVR,electrical,1
DVA,VA11,electrical,1
DVA,hyp,electrical,4
DVB,DVB,electrical,2
DVB,DVC,electrical,15
DVB,PVPL,electrical,4
DVB,PVPR,electrical,4
DVB,PVQR,electrical,1
DVB,PVT,electrical,3
DVB,VD13,electrical,5
DVC,PVDR,electrical,1
DVC,PVNR,electrical,1
DVC,PVPL,electrical,20
DVC,PVPR,electrical,34
DVC,PVQR,electrical,7
DVC,PVT,electrical,11
DVC,VC5,electrical,1
DVC,VC6,electrical,1
DVC,VD1,electrical,2
DVC,VD11,electrical,1
DVC,VD13,electrical,1
DVC,hyp,electrical,2
FLPL,FLPR,electrical,6
FLPL,RIH,electrical,1
FLPL,SDQL,electrical,1
FLPL,SIADR,electrical,1
GLRDL,MDL01,electrical,4
GLRDL,MDL02,electrical,5
GLRDL,MDL06,electrical,2
GLRDL,MDR01,electrical,5
GLRDL,MDR06,electrical,5
GLRDL,MDR07,electrical,3
GLRDL,RMED,electrical,9
GLRDR,MDR01,electrical,5
GLRDR,MDR05,electrical,2
GLRDR,MDR06,electrical,2
GLRDR,MVL01,electrical,4
GLRDR,RMED,electrical,9
GLRDR,RMEL,electrical,10
GLRL,MDR04,electrical,2
GLRL,MDR05,electrical,3
GLRL,MVL01,electrical,4
GLRL,RIPR,electrical,5
GLRL,RMEL,electrical,10
GLRL,RMER,electrical,10
GLRR,MDR04,electrical,2
GLRR,MDR05,electrical,3
GLRR,RIPR,electrical,5
GLRR,RMER,electrical,10
GLRR,RMEV,electrical,9
GLRVL,RMEV,electrical,17
GLRVR,RMEV,electrical,17
HSNL,HSNR,electrical,1
HSNL,PVNR,electrical,2
HSNL,PVPL,electrical,1
HSNL,RIFL,electrical,1
HSNR,PVNR,electrical,2
HSNR,PVPR,electrical,1
I1L,I2L,electrical,2
I1L,M3L,electrical,2
I1L,MCR,electrical,1
I1L,NSML,electrical,3
I1L,RIPL,electrical,2
I1L,pm4VL,electrical,1
I1R,I2R,electrical,1
I1R,I3,electrical,1
I1R,MCR,electrical,4
I1R,NSMR,electrical,2
I1R,RIPR,electrical,2
I1R,pm3VR,electrical,3
I1R,pm4VR,electrical,2
I2L,I4,electrical,1
I2L,M2L,electrical,1
I2L,e3VL,electrical,2
I2R,M1,electrical,1
I2R,M2R,electrical,1
I2R,MCR,electrical,1
I2R,NSMR,electrical,2
I2R,e3VR,electrical,1
I3,M1,electrical,1
I3,M2R,electrical,1
I3,MI,electrical,1
I3,pm4D,electrical,3
I3,pm5D,electrical,1
I4,M2R,electrical,2
I4,M4,electrical,1
I4,pm5VL,electrical,1
I5,M2L,electrical,1
I5,M2R,electrical,1
I5,M5,electrical,1
I5,g1AL,electrical,4
I5,g1AR,electrical,2
I6,M4,electrical,5
IL1DL,IL1DR,electrical,3
IL1DL,IL1L,electrical,2
IL1DL,RMEV,electrical,1
IL1DR,IL1R,electrical,8
IL1DR,RMDVR,electrical,1
IL1DR,RMEV,electrical,4
IL1L,IL1VL,electrical,8
IL1L,RIPL,electrical,1
IL1L,RMER,electrical,1
IL1L,URBL,electrical,2
IL1R,IL1VR,electrical,8
IL1VL,IL1VR,electrical,11
IL1VL,RMDDL,electrical,1
IL1VL,RMED,electrical,3
IL1VR,IL2VR,electrical,1
IL1VR,URAVR,electrical,4
IL2DL,URADL,electrical,1
IL2DR,RMED,electrical,1
IL2DR,URADR,electrical,1
IL2L,OLLL,electrical,2
IL2L,RMDL,electrical,2
IL2L,RMER,electrical,2
IL2L,RMGL,electrical,5
IL2L,URAVL,electrical,1
IL2L,URBL,electrical,4
IL2L,URXL,electrical,1
IL2R,RMGR,electrical,1
IL2R,URBR,electrical,4
IL2R,URXR,electrical,4
IL2VL,URAVL,electrical,3
LUAL,PLML,electrical,8
LUAL,PVCL,electrical,1
LUAL,PVNL,electrical,3
LUAL,PVR,electrical,6
LUAR,PLMR,electrical,9
LUAR,PVNR,electrical,2
LUAR,PVR,electrical,9
LUAR,PVT,electrical,4
LUAR,PVWL,electrical,3
LUAR,PVWR,electrical,3
M1,pm5D,electrical,3
M2L,M4,electrical,1
M2L,MCL,electrical,1
M2L,g1AL,electrical,2
M2L,pm4VL,electrical,1
M2L,pm5VL,electrical,1
M2R,M3R,electrical,1
M2R,MCR,electrical,11
M2R,MI,electrical,5
M2R,g1AR,electrical,2
M2R,pm5D,electrical,1
M3L,NSMR,electrical,1
M3L,g1AL,electrical,2
M3L,pm4D,electrical,2
M3L,pm5D,electrical,1
M3L,pm5VL,electrical,1
M3R,NSMR,electrical,2
M3R,g1AR,electrical,5
M3R,pm4VR,electrical,1
M3R,pm5D,electrical,1
M3R,pm5VR,electrical,1
M4,M4,electrical,1
M4,M5,electrical,2
M4,g1AL,electrical,7
M4,g1AR,electrical,2
M4,pm5D,electrical,1
M4,pm5VL,electrical,1
M4,pm5VR,electrical,1
M5,M5,electrical,1
M5,pm5VL,electrical,2
M5,pm6VL,electrical,2
M5,pm6VR,electrical,2
MDL01,MDL02,electrical,15
MDL01,MDL03,electrical,15
MDL02,MDL03,electrical,15
